loss,neurons,epoch
56.09890888042308,25,1
55.98394003320969,25,2
55.874190379735914,25,3
55.7693109582789,25,4
55.668957882909744,25,5
55.57280983838789,25,6
55.480574800609396,25,7
55.391990862403006,25,8
55.30682429031392,25,9
55.22486655595163,25,10
55.14593120464582,25,11
55.06985093321321,25,12
54.996475002084644,25,13
54.9256669955318,25,14
54.8573029003332,25,15
54.79126946134263,25,16
54.72746277351903,25,17
54.66578707528791,25,18
54.60615371389999,25,19
54.548480258418905,25,20
54.49268973987869,25,21
54.43871000115618,25,22
54.386473141466645,25,23
54.335915042311235,25,24
54.28697496334069,25,25
54.23959519803034,25,26
54.19372078034549,25,27
54.149299234720004,25,28
54.10628036271059,25,29
54.06461606060425,25,30
54.02426016307464,25,31
53.9851683086998,25,32
53.94729782377934,25,33
53.910607621435744,25,34
53.8750581134487,25,35
53.84061113268251,25,36
53.80722986430742,25,37
53.77487878431532,25,38
53.743523604080366,25,39
53.713131219932066,25,40
53.683669666885415,25,41
53.655108075829524,25,42
53.62741663360204,25,43
53.60056654548618,25,44
53.57452999975251,25,45
53.54928013394724,25,46
53.524791002684516,25,47
53.501037546751604,25,48
53.47799556337893,25,49
53.45564167755385,25,50
53.43395331428838,25,51
53.41290867176895,25,52
53.39248669533223,25,53
53.37266705222582,25,54
53.35343010711772,25,55
53.334756898331776,25,56
53.31662911478497,25,57
53.29902907361244,25,58
53.28193969846159,25,59
53.265344498447746,25,60
53.24922754775393,25,61
53.233573465867465,25,62
53.21836739844018,25,63
53.20359499876097,25,64
53.18924240983109,25,65
53.17529624702728,25,66
53.16174358134347,25,67
53.148571923196066,25,68
53.135769206781816,25,69
53.12332377497324,25,70
53.11122436473933,25,71
53.09946009307638,25,72
53.08802044343639,25,73
53.0768952526382,25,74
53.066074698245735,25,75
53.055549286403014,25,76
53.04530984010696,25,77
53.03534748790776,25,78
53.025653653021465,25,79
53.01622004284034,25,80
53.00703863882957,25,81
52.99810168679464,25,82
52.9894016875083,25,83
52.98093138768391,25,84
52.97268377128201,25,85
52.964652051139346,25,86
52.956829660907744,25,87
52.94921024729115,25,88
52.94178766257181,25,89
52.93455595741157,25,90
52.927509373921076,25,91
52.9206423389852,25,92
52.91394945783519,25,93
52.90742550785862,25,94
52.90106543263775,25,95
52.89486433620776,25,96
52.88881747752658,25,97
52.8829202651478,25,98
52.8771682520899,25,99
52.871557130892405,25,100
52.86608272885487,25,101
52.860741003447515,25,102
52.85552803789159,25,103
52.85044003689917,25,104
52.845473322568445,25,105
52.84062433042775,25,106
52.83588960562266,25,107
52.83126579924139,25,108
52.826749664772116,25,109
52.82233805468873,25,110
52.81802791715763,25,111
52.81381629286416,25,112
52.80970031195213,25,113
52.80567719107165,25,114
52.80174423053326,25,115
52.79789881156292,25,116
52.794138393654016,25,117
52.79046051201303,25,118
52.78686277509552,25,119
52.783342862229844,25,120
52.77989852132177,25,121
52.77652756664322,25,122
52.77322787669515,25,123
52.76999739214648,25,124
52.76683411384497,25,125
52.76373610089635,25,126
52.760701468810645,25,127
52.75772838771233,25,128
52.75481508061206,25,129
56.38401856618472,50,1
56.23522617897066,50,2
56.08921816835858,50,3
55.94754145602558,50,4
55.81187887930979,50,5
55.68398793248833,50,6
55.56524770406032,50,7
55.456211159250735,50,8
55.35649139141367,50,9
55.26501037310995,50,10
55.18037860606545,50,11
55.10118926492257,50,12
55.02616643604728,50,13
54.95420093968872,50,14
54.88432872707612,50,15
54.81569672857297,50,16
54.74753993004845,50,17
54.67917440868263,50,18
54.61000124448943,50,19
54.539514834768475,50,20
54.467311537343754,50,21
54.393097085659264,50,22
54.316692523731064,50,23
54.23803863246255,50,24
54.15719850168555,50,25
54.074357493153784,50,26
53.989819595322025,50,27
53.90399919808343,50,28
53.81740762549876,50,29
53.7306343047513,50,30
53.64432312394496,50,31
53.55914521599966,50,32
53.47576997026418,50,33
53.39483640618505,50,34
53.31692707743871,50,35
53.242546403818935,50,36
53.1721048068971,50,37
53.10590935524828,50,38
53.04416092680929,50,39
52.98695728118203,50,40
52.93430098279888,50,41
52.88611086315384,50,42
52.84223565173047,50,43
52.802468505172584,50,44
52.76656137111803,50,45
52.73423838340576,50,46
52.70520775340247,50,47
52.67917186530885,50,48
52.65583548262668,50,49
52.63491212150093,50,50
52.61612874599768,50,51
52.599228997304046,50,52
52.583975192424404,50,53
52.570149327517136,50,54
52.557553304906776,50,55
52.546008577768525,50,56
52.53535537758198,50,57
52.525451660159824,50,58
52.516171878598456,50,59
52.507405667068625,50,60
52.49905649848343,50,61
52.491040361802746,50,62
52.48328449081817,50,63
52.47572616532815,50,64
52.46831159722989,50,65
52.46099490777216,50,66
52.45373719762599,50,67
52.446505708186905,50,68
52.43927307030648,50,69
52.432016635226944,50,70
52.42471788165202,50,71
52.41736189247785,50,72
52.4099368946056,50,73
52.40243385537976,50,74
52.39484612946586,50,75
52.38716915035138,50,76
52.37940016109046,50,77
52.37153797937787,50,78
52.36358279252105,50,79
52.35553597834769,50,80
52.34739994854296,50,81
52.33917801132679,50,82
52.33087425076489,50,83
52.32249342033949,50,84
52.3140408486974,50,85
52.30552235573651,50,86
52.296944177398416,50,87
52.288312897710426,50,88
52.279635386771815,50,89
52.27091874352438,50,90
52.26217024227986,50,91
52.253397282121114,50,92
52.244607338442655,50,93
52.235807916058675,50,94
52.227006503469205,50,95
52.21821052805486,50,96
52.20942731213888,50,97
52.20066403001732,50,98
52.19192766620793,50,99
52.18322497528307,50,100
52.174562443749174,50,101
52.165946254484226,50,102
52.15738225426512,50,103
52.14887592489663,50,104
52.140432358401156,50,105
52.132056236645504,50,106
52.12375181567481,50,107
52.11552291491243,50,108
52.10737291124948,50,109
52.09930473793343,50,110
52.09132088804371,50,111
52.083423422243634,50,112
52.07561398041365,50,113
52.06789379670645,50,114
52.06026371752268,50,115
52.05272422188545,50,116
52.04527544368651,50,117
52.03791719529514,50,118
52.03064899204577,50,119
52.023470077160034,50,120
52.016379446708065,50,121
52.00937587426077,50,122
52.002457934942235,50,123
51.99562402864245,50,124
51.98887240220087,50,125
51.98220117042306,50,126
51.975608335832405,50,127
51.96909180709966,50,128
51.962649416128116,50,129
51.9562789337996,50,130
51.94997808441171,50,131
51.943744558856835,50,132
51.93757602660678,50,133
51.93147014658296,50,134
51.92542457699613,50,135
51.919436984248534,50,136
51.91350505099392,50,137
51.90762648345142,50,138
51.90179901806978,50,139
51.89602042763732,50,140
51.890288526926135,50,141
51.88460117796042,50,142
51.878956294988804,50,143
51.87335184923603,50,144
51.86778587350298,50,145
